society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Pareena Coban Residences,102.0,8793.0,2.0,2.0,3.0,3.0,North,Relatively New,2, Sector 99A Gurgaon,20.0,0,1,0,0,1160.0,1430.0,1550.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011600136
Pareena Coban Residences,108.0,6625.0,3.0,5.0,3.0,2.0,West,Relatively New,3, Sector 99A Gurgaon,20.0,1,0,0,0,1630.0,1750.0,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.016301887
ATS Kocoon,170.0,9742.0,3.0,3.0,3.0,21.0,West,Moderately Old,3, Sector 109 Gurgaon,22.0,0,0,0,0,1250.0,1550.0,1745.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017450216
Shree Arihant Apartment,155.0,7380.0,3.0,3.0,3.0,3.0,North-East,Moderately Old,3, Sector 54 Gurgaon,9.0,0,0,1,0,1900.0,2000.0,2100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.02100271
The Lions CGHS,209.0,8708.0,4.0,4.0,3.0,7.0,East,Relatively New,4, Sector 56 Gurgaon,9.0,0,0,0,0,2200.0,2300.0,2400.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.024000919
Sunischit Apartments,175.0,7954.0,3.0,3.0,3.0,6.0,North-East,Moderately Old,3, Sector 54 Gurgaon,9.0,1,0,0,0,2000.0,2100.0,2200.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.022001509
Emaar Palm Gardens,138.0,8023.0,3.0,3.0,3.0,5.0,South-West,Relatively New,3, Sector 83 Gurgaon,15.0,1,0,0,0,1150.0,1350.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017200548
Emaar MGF Emerald Floors Premier,225.0,13636.0,3.0,3.0,3.0,3.0,South-West,Relatively New,3, Sector 65 Gurgaon,4.0,1,1,0,0,1350.0,1600.0,1650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,2,0.01650044
Emaar Palm Gardens,172.0,9052.0,3.0,3.0,3.0,4.0,South,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.04,1600.0,1900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019001326
Umang Monsoon Breeze,88.0,4746.0,3.0,4.0,3.0,8.0,North-West,Moderately Old,3, Sector 78 Gurgaon,12.0,1,0,1,0,1501.0,1668.0,1854.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.01854193
Emaar Palm Gardens,315.0,8400.0,5.0,7.0,3.0,15.0,West,Relatively New,5, Sector 83 Gurgaon,16.0,1,0,0,0,2444.94,3200.0,3750.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,5,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.0375
BPTP Mansions Park Prime,300.0,10853.0,4.0,4.0,3.0,3.0,North,Relatively New,4, Sector 66 Gurgaon,18.0,1,1,1,0,2500.0,2700.0,2764.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,4,0,0,1,8,0,0,1,4,0,0,0,0,0,0,0,0,2,0.027642127
DLF The Skycourt,160.0,8294.0,3.0,3.0,3.0,9.0,North-East,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1300.0,1548.0,1929.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.019291054
Bestech Park View City ,300.0,12589.0,4.0,4.0,3.0,5.0,North-East,Moderately Old,4, Sector 49 Gurgaon,14.0,1,0,1,0,2000.0,2200.0,2383.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.023830328
Sunischit Apartments,175.0,7954.0,3.0,4.0,3.0,5.0,East,Moderately Old,3, Sector 54 Gurgaon,9.0,1,0,0,0,1700.0,1900.0,2200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.022001509
Mahindra Aura,140.0,9655.0,3.0,3.0,3.0,10.0,North,Relatively New,3, Sector 110 A Gurgaon,14.0,0,0,0,0,1450.0,1550.0,1615.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.014500259
Mahindra Aura,180.0,8814.0,3.0,3.0,3.0,7.0,South-East,Relatively New,3, Sector 110 A Gurgaon,18.0,1,0,0,0,1650.0,1850.0,2042.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.020422056
DLF The Skycourt,155.0,8031.0,3.0,3.0,3.0,5.0,South,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1720.0,1900.0,1930.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019300212
Experion The Heartsong,165.0,8237.0,3.0,4.0,3.0,3.0,North-West,Moderately Old,3, Sector 108 Gurgaon,14.0,0,1,0,0,1302.01,1771.32,2003.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,31,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.020031565
Experion The Heartsong,200.0,7196.0,4.0,4.0,3.0,10.0,North-East,Relatively New,4, Sector 108 Gurgaon,14.0,1,0,1,0,2300.0,2500.0,2779.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.027793218
Vatika City,198.0,9074.0,3.0,4.0,3.0,9.0,South-East,Moderately Old,3, Sector 49 Gurgaon,9.0,1,0,0,0,1670.0,1750.75,2182.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.021820586
ATS Tourmaline,140.0,8000.0,3.0,3.0,3.0,8.0,North-East,Relatively New,3, Sector 109 Gurgaon,27.0,0,0,0,1,1350.0,1466.0,1750.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0175
ATS Kocoon,165.0,10645.0,3.0,3.0,3.0,19.0,East,Relatively New,3, Sector 109 Gurgaon,24.0,0,0,0,1,1550.0,1650.0,1745.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.015500235
Sagar Apartment,145.0,7250.0,3.0,3.0,3.0,7.0,South,Old Property,3, Sector 56 Gurgaon,8.0,1,1,1,0,1800.0,1900.0,2000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,53,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
DLF Regal Gardens,129.0,9020.0,3.0,3.0,3.0,7.0,East,Relatively New,3, Sector 90 Gurgaon,29.0,0,1,0,0,1430.0,1540.0,1702.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014301552
SS The Leaf,191.0,5026.0,4.0,6.0,3.0,6.0,North,Relatively New,4, Sector 85 Gurgaon,26.0,1,0,0,0,3800.0,3890.0,3950.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038002388
SS The Leaf,220.0,5641.0,4.0,6.0,3.0,10.0,North-West,Relatively New,4, Sector 85 Gurgaon,26.0,1,0,0,0,3900.0,3920.0,3950.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039000177
SS The Leaf,198.0,8256.0,3.0,4.0,3.0,12.0,West,Relatively New,3, Sector 85 Gurgaon,26.0,0,0,0,1,2398.0,2399.0,2408.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023982558
SS The Leaf,111.0,6851.0,2.0,2.0,3.0,8.0,North,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,1,1620.0,1630.0,1640.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016202014
DLF The Ultima,225.0,10755.0,3.0,4.0,3.0,11.0,West,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,2087.0,2090.0,2092.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0.020920502
SS The Coralwood,105.0,6774.0,3.0,3.0,3.0,6.0,North-East,Relatively New,3, Sector 84 Gurgaon,20.0,0,0,0,0,1550.0,1610.0,1750.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015500443
SS The Leaf,104.0,8320.0,2.0,2.0,3.0,17.0,East,New Property,2, Sector 85 Gurgaon,26.0,0,0,0,0,1250.0,1550.0,1640.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125
Vatika Gurgaon ,75.0,6024.0,2.0,2.0,2.0,19.0,East,Relatively New,2, Sector 83 Gurgaon,21.0,0,0,0,0,1020.0,1150.0,1245.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0.012450199
Paras Dews,97.0,8818.0,2.0,2.0,3.0,6.0,North-East,New Property,2, Sector 106 Gurgaon,24.0,0,0,1,0,1100.0,1200.0,1385.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.011000227
Paras Dews,135.0,7297.0,4.0,4.0,3.0,18.0,North-East,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,1,0,1850.0,2100.0,2355.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.018500754
MM Golfestate,550.0,16959.0,3.0,4.0,3.0,3.0,North-East,Relatively New,3, Sector 65 Gurgaon,40.0,1,0,0,0,2388.0,2803.0,3243.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032431157
Sidhartha NCR One Phase ,43.0,3152.0,2.0,2.0,2.0,6.0,North,Relatively New,2, Sector 95 Gurgaon,21.0,0,0,0,0,1020.0,1300.0,1364.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013642132
ATS Triumph,183.0,7991.0,3.0,4.0,3.0,10.0,North,Relatively New,3, Sector 104 Gurgaon,27.0,1,0,0,0,1750.0,2000.0,2290.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.022900763
Vatika Gurgaon ,112.0,6455.0,3.0,3.0,2.0,4.0,South-East,Relatively New,3, Sector 83 Gurgaon,18.0,1,1,1,1,1126.0,1200.0,1735.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.017350891
The Close North,235.0,11227.0,3.0,3.0,3.0,8.0,North-East,Moderately Old,3, Nirvana Country,18.0,0,0,0,1,1850.0,2000.0,2093.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.020931683
MM Skywalk,157.0,11000.0,2.0,2.0,3.0,10.0,South,Relatively New,2, Sector 74 Gurgaon,30.0,0,0,0,0,1100.0,1300.0,1424.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014272727
Corona Optus,126.0,7250.0,3.0,3.0,3.0,4.0,North-East,New Property,3, Sector 37C Gurgaon,10.0,0,0,0,0,965.0,1400.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01737931
MM Sierra ,105.0,8536.0,2.0,2.0,2.0,11.0,North-East,New Property,2, Sector 68 Gurgaon,30.0,0,0,0,0,1000.0,1200.0,1230.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,0.012300843
Shree Vardhman Flora,64.5,4961.0,2.0,2.0,3.0,11.0,North-West,Relatively New,2, Sector 90 Gurgaon,13.0,0,1,0,0,1075.0,1225.0,1300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.013001411
Kiran Residency,154.0,8324.0,3.0,4.0,3.0,5.0,South,Old Property,3, Sector 56 Gurgaon,9.0,1,0,0,0,1850.0,1900.0,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.018500721
Sobha City,245.0,14040.0,3.0,3.0,3.0,15.0,West,Relatively New,3, Sector 108 Gurgaon,19.0,0,0,0,0,1320.0,1460.0,1745.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017450142
Paras Dews,150.0,6369.0,4.0,6.0,3.0,11.0,North-West,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,1403.0,1535.0,2355.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023551578
La Vida by Tata Housing,240.0,10825.0,3.0,4.0,3.0,5.0,North-East,Relatively New,3, Sector 113 Gurgaon,25.0,1,0,0,0,1730.0,1940.0,2217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.022170901
La Vida by Tata Housing,245.0,11050.0,3.0,3.0,3.0,3.0,North-East,Relatively New,3, Sector 113 Gurgaon,25.0,0,1,0,0,1680.0,1890.0,2217.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022171946
La Vida by Tata Housing,300.0,14285.0,3.0,3.0,3.0,3.0,East,Relatively New,3, Sector 113 Gurgaon,25.0,1,0,0,0,2100.0,2460.0,2691.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,55,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02100105
La Vida by Tata Housing,165.0,10449.0,3.0,2.0,2.0,3.0,North-East,Relatively New,3, Sector 113 Gurgaon,13.0,0,0,0,0,1220.0,1420.0,1579.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.015790985
Paras Dews,88.0,6353.0,2.0,2.0,3.0,3.0,South-East,Relatively New,2, Sector 106 Gurgaon,8.0,0,0,0,0,1040.0,1120.0,1385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013851724
Paras Dews,88.0,6353.0,2.0,2.0,3.0,1.0,South,Relatively New,2, Sector 106 Gurgaon,8.0,0,0,0,0,845.0,940.0,1385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013851724
Paras Dews,128.0,7272.0,3.0,4.0,3.0,24.0,North-West,Relatively New,3, Sector 106 Gurgaon,24.0,1,0,0,0,1130.0,1186.0,1760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01760176
Paras Dews,134.0,9550.0,4.0,5.0,3.0,7.0,South-East,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,1403.0,1535.0,2355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014031414
Paras Dews,132.0,5605.0,4.0,5.0,3.0,11.0,South-West,Relatively New,4, Sector 106 Gurgaon,24.0,1,0,0,0,1403.0,1535.0,2355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023550401
Paras Dews,113.0,6406.0,3.0,4.0,3.0,18.0,North-West,Relatively New,3, Sector 106 Gurgaon,24.0,1,1,0,0,1130.0,1186.0,1760.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017639713
