society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Ireo Skyon,305.0,12788.0,3.0,3.0,3.0,9.0,South-East,Relatively New,3, Sector 60 Gurgaon,12.0,1,0,0,0,2200.0,2300.0,2385.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,3,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,2,0.023850485
Kiran Residency,155.0,6888.0,3.0,3.0,3.0,5.0,North,Moderately Old,3, Sector 56 Gurgaon,8.0,1,0,1,0,1750.0,1900.0,2250.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.022502904
DLF The Ultima,240.0,11412.0,3.0,3.0,3.0,12.0,North-East,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,1257.0,1650.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.021030494
DLF The Ultima,235.0,11174.0,3.0,3.0,3.0,14.0,South,Relatively New,3, Sector 81 Gurgaon,29.0,1,1,1,0,1257.0,1550.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.021030965
DLF The Ultima,228.0,10841.0,3.0,3.0,3.0,14.0,East,Relatively New,3, Sector 81 Gurgaon,29.0,1,0,0,0,1257.0,1750.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.02103127
DLF The Ultima,230.0,10936.0,3.0,3.0,3.0,19.0,East,Relatively New,3, Sector 81 Gurgaon,29.0,1,1,1,0,1257.0,1617.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.021031456
SS The Leaf,109.0,6666.0,2.0,2.0,3.0,9.0,South-West,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,1,1635.0,1638.0,1640.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016351635
Emaar MGF The Palm Drive,300.0,15384.0,3.0,3.0,2.0,12.0,East,Relatively New,3, Sector 66 Gurgaon,17.0,1,0,0,0,1620.0,1720.0,1950.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01950078
Ireo Skyon,380.0,13571.0,4.0,5.0,3.0,15.0,East,Moderately Old,4, Sector 60 Gurgaon,39.0,1,0,0,0,2768.0,2791.0,2800.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,4,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,2,0.028000884
DLF Regal Gardens,178.0,8036.0,4.0,4.0,3.0,8.0,South,Relatively New,4, Sector 90 Gurgaon,19.0,0,0,0,0,1650.0,2000.0,2215.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022150324
SS The Leaf,108.0,6585.0,2.0,2.0,3.0,8.0,North-East,New Property,2, Sector 85 Gurgaon,26.0,1,1,1,1,1125.0,1200.0,1640.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.016400911
SS The Leaf,203.0,7230.0,4.0,4.0,3.0,3.0,North-East,Relatively New,4, Sector 85 Gurgaon,26.0,0,0,0,0,2175.0,2225.0,2812.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028077455
SS The Leaf,112.0,6453.0,2.0,2.0,3.0,10.0,East,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,0,1335.0,1485.0,1741.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017356268
Orris Aster Court Premier,125.0,5896.0,3.0,4.0,2.0,5.0,North,Relatively New,3, Sector 85 Gurgaon,12.0,1,0,0,0,1800.0,1900.0,2120.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021200814
Ireo Skyon,205.0,15185.0,2.0,3.0,2.0,2.0,North-East,Relatively New,2, Sector 60 Gurgaon,12.0,0,0,0,1,1350.0,1520.0,1524.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,0,0,0,5,1,0,1,2,0,0,0,0,0,0,0,0,2,0.013500165
Tata Primanti,320.0,12190.0,4.0,4.0,3.0,8.0,North,Moderately Old,4, Sector 72 Gurgaon,40.0,1,0,0,0,2550.0,2600.0,2625.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.026251025
The Close North,235.0,11358.0,3.0,3.0,3.0,8.0,North-West,Moderately Old,3, Nirvana Country,16.0,0,0,0,0,1800.0,1900.0,2069.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,2,0.020690262
Vatika Gurgaon ,125.0,6313.0,3.0,3.0,2.0,12.0,North,Moderately Old,3, Sector 83 Gurgaon,18.0,1,0,0,0,1400.0,1700.0,1980.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019800412
Umang Monsoon Breeze,62.0,5004.0,2.0,2.0,1.0,7.0,South,Moderately Old,2, Sector 78 Gurgaon,12.0,0,0,0,1,947.0,1115.0,1239.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.012390088
Umang Monsoon Breeze,80.0,4836.0,3.0,2.0,2.0,7.0,South,Moderately Old,3, Sector 78 Gurgaon,12.0,0,0,1,0,1310.0,1472.0,1654.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.016542597
Emaar Palm Gardens,173.0,9105.0,3.0,3.0,3.0,5.0,West,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.04,1600.0,1900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.019000549
Bestech Spa Signature,445.0,10595.0,4.0,4.0,3.0,8.0,South-West,Relatively New,4, Sector 81 Gurgaon,31.0,1,1,1,0,3600.0,3850.0,4200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.042000944
Bestech Park View Grand Spa,230.0,8646.0,3.0,4.0,3.0,7.0,East,Relatively New,3, Sector 81 Gurgaon,21.0,1,0,0,0,1950.0,2280.0,2660.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.026601897
DLF The Ultima,220.0,10461.0,3.0,3.0,3.0,5.0,East,Relatively New,3, Sector 81 Gurgaon,29.0,1,1,1,0,1257.0,1570.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0.021030494
DLF The Ultima,212.0,10080.0,3.0,3.0,3.0,9.0,South,Relatively New,3, Sector 81 Gurgaon,30.0,1,1,1,0,1257.0,1650.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,3,1,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0.021031746
DLF The Ultima,225.0,10699.0,3.0,3.0,3.0,11.0,North-East,Relatively New,3, Sector 81 Gurgaon,29.0,1,1,1,0,1257.0,1600.0,2103.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,4,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0.021030003
Bestech Park View Sanskruti,190.0,8172.0,4.0,4.0,3.0,10.0,West,Relatively New,4, Sector 92 Gurgaon,19.0,1,1,1,0,1750.0,1920.0,2325.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.023250122
Bestech Spa Signature,440.0,12571.0,4.0,4.0,3.0,6.0,South-West,New Property,4, Sector 81 Gurgaon,31.0,1,1,1,0,3500.0,3700.0,4200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,5,1,1,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0.035001193
Swarn Jayanti CGHS,175.0,7608.0,4.0,3.0,3.0,3.0,North-West,Old Property,4, Suncity,9.0,0,0,0,0,1800.0,1900.0,2300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.023002103
Emaar Palm Heights,179.0,8839.0,3.0,3.0,3.0,1.0,North-East,New Property,3, Sector 77 Gurgaon,24.0,1,0,0,0,1548.0,1600.0,2025.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.02025116
Emaar MGF Palm Hills,155.0,7948.0,4.0,4.0,3.0,2.0,North-East,Relatively New,4, Sector 77 Gurgaon,8.0,1,1,0,0,1702.0,1800.0,1950.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.019501761
DLF The Skycourt,155.0,8035.0,3.0,3.0,3.0,12.0,North-East,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1300.0,1500.0,1929.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.019290604
La Vida by Tata Housing,335.0,16750.0,3.0,4.0,3.0,12.0,North-East,New Property,3, Sector 113 Gurgaon,25.0,1,1,0,0,2000.0,2200.0,2691.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
Emaar MGF The Palm Drive,350.0,16470.0,3.0,4.0,3.0,6.0,North,Relatively New,3, Sector 66 Gurgaon,17.0,1,0,0,0,2125.0,2150.0,2200.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,40,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.021250759
Parsvnath Exotica,480.0,16580.0,3.0,4.0,3.0,8.0,North-East,Relatively New,3, Sector 53 Gurgaon,18.0,1,0,1,0,2200.0,2500.0,2895.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7,9,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0.028950543
Shree Arihant Apartment,150.0,8108.0,3.0,3.0,3.0,4.0,West,Moderately Old,3, Sector 54 Gurgaon,5.0,0,0,1,0,1550.0,1700.0,1850.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.018500247
La Vida by Tata Housing,278.0,10334.0,3.0,4.0,3.0,5.0,North-East,Relatively New,3, Sector 113 Gurgaon,25.0,1,0,0,0,2170.0,2350.0,2690.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02690149
Mahindra Aura,225.0,9266.0,4.0,4.0,3.0,2.0,South-West,Relatively New,4, Sector 110 A Gurgaon,19.0,1,0,0,0,2050.0,2350.0,2428.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024282322
Vatika Gurgaon ,85.0,8947.0,2.0,2.0,2.0,18.0,West,Moderately Old,2, Sector 83 Gurgaon,19.0,0,0,1,0,950.0,1100.0,1245.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.009500391
Sare Green ParC Phase ,75.0,7142.0,3.0,2.0,2.0,3.0,East,New Property,3, Sector 92 Gurgaon,19.0,0,0,0,0,1050.0,1298.0,1326.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01050126
DLF New Town Heights ,125.0,6476.0,3.0,3.0,3.0,17.0,South-East,Relatively New,3, Sector 90 Gurgaon,19.0,1,0,1,0,1500.0,1700.0,1930.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019302038
DLF Regal Gardens,127.0,5499.0,3.0,3.0,3.0,2.0,South-West,Relatively New,3, Sector 90 Gurgaon,19.0,0,0,0,0,1400.0,1500.0,1755.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023095108
DLF Regal Gardens,165.0,7449.0,4.0,4.0,3.0,8.0,East,Relatively New,4, Sector 90 Gurgaon,19.0,0,0,0,0,1700.0,1900.0,2215.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022150624
DLF Regal Gardens,124.0,7065.0,3.0,3.0,3.0,9.0,South,Relatively New,3, Sector 90 Gurgaon,30.0,0,0,0,0,1400.0,1600.0,1755.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017551309
Experion Windchants,250.0,13888.0,2.0,2.0,3.0,10.0,East,Relatively New,2, Sector 112 Gurgaon,28.0,0,1,1,0,1800.0,1939.03,2441.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.018001152
Shri Banke Bihari Society,137.0,9133.0,3.0,3.0,3.0,2.0,North-East,Old Property,3, Sector 56 Gurgaon,9.0,0,0,0,0,1400.0,1450.0,1500.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015000547
Kiran Residency,155.0,7750.0,3.0,3.0,3.0,5.0,North,Old Property,3, Sector 56 Gurgaon,9.0,1,0,1,0,1700.0,1800.0,2000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,53,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
Vatika The Seven Lamps,128.0,6819.0,3.0,3.0,3.0,3.0,North,Relatively New,3, Sector 82 Gurgaon,16.0,0,1,0,0,1500.0,1800.0,1877.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.018771081
MM Golfestate,500.0,18518.0,3.0,3.0,3.0,28.0,North-East,Relatively New,3, Sector 65 Gurgaon,30.0,1,0,1,0,2700.0,2800.0,2979.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.027000756
Ireo Victory Valley,475.0,13929.0,4.0,4.0,3.0,0.0,West,Relatively New,4, Sector 67 Gurgaon,51.0,1,1,1,1,3100.0,3200.0,3410.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,3,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.034101515
MM Skywalk,150.0,12500.0,2.0,2.0,3.0,17.0,North-East,Relatively New,2, Sector 74 Gurgaon,30.0,0,0,0,1,1200.0,1300.0,1400.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012
DLF New Town Heights ,154.0,6514.0,4.0,4.0,3.0,12.0,South-West,Moderately Old,4, Sector 90 Gurgaon,19.0,1,0,1,0,1850.0,2200.0,2364.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.023641388
DLF New Town Heights ,127.0,6580.0,3.0,4.0,3.0,19.0,South-West,Relatively New,3, Sector 86 Gurgaon,22.0,1,0,1,0,1450.0,1800.0,1930.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019300912
DLF Regal Gardens,117.0,6708.0,3.0,3.0,3.0,15.0,North,Relatively New,3, Sector 90 Gurgaon,19.0,0,0,0,0,1290.0,1630.0,1744.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0.01744186
Ansal Housing Highland Park,80.0,5878.0,2.0,2.0,3.0,3.0,East,New Property,2, Sector 103 Gurgaon,19.0,0,0,1,0,705.0,1089.0,1361.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.013610071
Bestech Park View City,176.0,9909.0,3.0,3.0,3.0,9.0,South,Moderately Old,3, Sector 48 Gurgaon,14.0,1,0,1,0,1476.0,1576.0,1776.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.017761631
