society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Signature Global Park,56,6812,2,2,3,3,South,New Property,2, Sohna,4,0,0,0,0,822,,,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008220787
Bestech Park View City ,270,12505,3,4,3,6,,Moderately Old,3, Sector 49 Gurgaon,14,0,0,0,0,,,2159,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021591363
Shree Vardhman Flora,100,5128,3,4,3,8,North-East,New Property,3, Sector 90 Gurgaon,13,1,0,0,0,,,1950,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01950078
AFNHB Jalvayu Vihar,145,11153,3,2,2,2,North,Old Property,3, Sector 30 Gurgaon,4,0,0,0,0,1090,1300,,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,7,1,0,0,1,1,1,0,0,0,1,1,4,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.013000986
MM Soulitude,125,8784,3,3,0,4,,Undefined,3, Sector 89 Gurgaon,4,0,0,0,0,1190,1423,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014230419
Pyramid Elite,46,79,2,2,1,0,,Under Construction,2, Sector 86 Gurgaon,14,0,0,0,0,58141,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582278481
Emaar MGF Palm Terraces,450,10599,5,5,3,11,,New Property,5, Sector 66 Gurgaon,11,1,0,0,0,,,3670,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,43,1,0,0,0,0,1,1,1,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.042456836
Anamika Enclave,64,6500,2,2,1,1,,New Property,2, Sector 15 Part 1,3,0,0,0,0,,,1000,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009846154
HCBS Sports Ville,28,3768,2,2,1,11,East,Relatively New,2, Sohna,13,0,0,0,0,643,743,,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007430998
Puri The Aravallis,387,17200,3,4,3,21,East,Under Construction,3, Sector 61 Gurgaon,41,1,0,0,0,1249.65,,2250,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,37,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225
Brisk Lumbini Terrace Homes,138,6338,3,3,1,4,,Moderately Old,3, Sector 109 Gurgaon,13,0,0,0,0,2177,,,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02177343
HUDA Ashok Vihar Phase ,43,6615,2,2,1,2,,Relatively New,2, Laxman Vihar,5,0,0,0,0,650,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006500378
My Home,28.5,3166,2,1,1,2,,Relatively New,2, New Palam Vihar,3,0,0,0,0,900,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.009001895
Signature Global City,110,9838,2,2,2,4,South,Undefined,2, Sector 37D Gurgaon,4,0,0,0,0,1118,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011181134
MM Heights,200,13957,2,2,2,32,,Undefined,2, Sector 65 Gurgaon,32,0,0,0,0,1000,1433,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014329727
Signature Global Park,90,8035,3,2,2,2,South,Under Construction,3, Sohna,4,0,0,0,0,,,1120,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,56,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011200996
Signature Global Park,90,8036,3,2,0,2,,Under Construction,3, Sohna,2,0,0,0,0,,1120,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011199602
Godrej Nature Plus,175,8768,3,3,0,2,,Undefined,3, Sector-33 Sohna,2,0,0,0,0,,1996,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019958942
Supertech Hues,93,8611,2,2,2,11,,Undefined,2, Sector 68 Gurgaon,11,0,0,0,0,1080,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010800139
DLF New Town Heights ,180,6600,4,4,3,23,,Moderately Old,4, Sector 90 Gurgaon,26,0,0,0,0,,,2727,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027272727
Central Park Flower Valley Aqua Front Towers,210,11738,3,3,2,6,,Under Construction,3, Sector-33 Sohna,12,0,0,0,0,,,1789,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,9,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017890612
Ambience Creacions,200,14492,2,2,2,9,East,Relatively New,2, Sector 22 Gurgaon,20,0,0,0,0,1380,,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,1,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013800718
Signature Global City A,200,12800,3,3,2,1,North,Under Construction,3, Sector 63A Gurgaon,4,0,0,0,0,,1540,,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,15,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015625
Godrej Oasis,129,7800,3,3,3,5,,New Property,3, Sector 88A Gurgaon,15,0,1,0,0,1628,,1629,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016538462
MM Skycity,285,15590,3,3,3,43,South,Under Construction,3, Sector 65 Gurgaon,47,0,0,0,0,,,1828,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,62,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.018280949
Supertech Araville,110,5641,3,3,3,1,,Relatively New,3, Sector 79 Gurgaon,1,0,0,0,0,1950,,,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.019500089
Smart World Orchard,165,13750,2,2,2,1,,Under Construction,2, Sector 61 Gurgaon,4,0,1,0,0,1200,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,9,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012
HCBS Sports Ville,24,7407,1,1,2,1,North,New Property,1, Sohna,13,0,0,0,0,324,,,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003240178
Emaar Palm Premier,210,10500,3,4,3,11,,New Property,3, Sector 77 Gurgaon,12,1,0,0,0,1500,1600,2000,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,45,1,1,0,0,0,1,1,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Godrej Nature Plus,190,9849,3,3,3,14,,New Property,3, Sector-33 Sohna,24,1,0,0,0,1929,,,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,45,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019291299
Godrej Aria,110,11482,2,2,3,9,,New Property,2, Sector 79 Gurgaon,30,0,0,0,0,,,89,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009580213
Ramsons Kshitij,31.5,4500,2,2,1,8,,Relatively New,2, Sector 95 Gurgaon,14,0,0,0,0,443.32,,700,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.007
Conscient One,170,17617,1,1,2,9,,Undefined,1, Sector 109 Gurgaon,9,0,0,0,0,628,965,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964977
Pareena Laxmi Apartments,32,6106,2,2,2,2,,New Property,2, Sector 99A Gurgaon,12,0,0,0,0,424.8,,524,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,23,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005240747
Pyramid Elite,45,7739,2,2,1,4,,Under Construction,2, Sector 86 Gurgaon,14,0,0,0,0,581.41,,,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,38,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005814705
Raheja Revanta,120,10018,1,2,2,32,,Under Construction,1, Sector 78 Gurgaon,55,0,0,0,0,505,,1197.8,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,16,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011978439
MM Skycity,210,16030,2,2,2,43,,New Property,2, Sector 65 Gurgaon,47,0,0,0,0,,,1310,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,53,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013100437
Signature The Roselia,45,7,2,2,2,2,South-West,New Property,2, Sector 95A Gurgaon,19,0,0,0,0,569243,,,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,36,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.428571429
Not Applicable,42,5600,2,2,1,3,,Relatively New,2, Laxman Vihar,4,0,0,0,0,750,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,1,0,1,1,1,1,1,0,0,0,2,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0.0075
Godrej Nature Plus,155,9955,3,2,3,8,East,New Property,3, Sector-33 Sohna,22,0,0,0,0,1557,,,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,21,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015570065
Ramprastha City,130,9027,3,3,2,3,,Under Construction,3, Dwarka Expressway Gurgaon,4,0,0,0,0,,,1440,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014401241
Smartworld DXP,275,10589,4,4,3,20,East,Under Construction,4, Sector 113 Gurgaon,32,1,1,1,0,2597,,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,28,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.025970347
Ansal Housing Highland Park,125,6443,3,3,3,2,North-East,New Property,3, Sector 103 Gurgaon,17,0,0,1,0,1056,,1940,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,52,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194009
Czar Mahira Homes A,42,7407,3,2,2,0,,Undefined,3, Sector 63A Gurgaon,28,0,0,0,0,567,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005670312
Breez Global Heights,40,6420,2,2,1,4,North-East,New Property,2, Sohna,10,0,0,0,0,599,,623,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623053
Trisara Our Homes ,34,5405,2,2,1,0,,New Property,2, Sohna,4,0,0,0,0,629,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006290472
MM Soulitude,125,8784,3,3,3,3,East,New Property,3, Sector 89 Gurgaon,4,0,1,0,0,,,1423,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014230419
Emaar MGF Palm Hills,150,12744,3,3,3,4,North-East,Relatively New,3, Sector 77 Gurgaon,8,0,0,0,0,1177,,1450,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,45,1,1,0,0,0,1,0,0,1,0,4,10,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0.011770245
Ramprastha City,130,9285,3,3,2,3,,Under Construction,3, Dwarka Expressway Gurgaon,4,0,0,0,0,,,1400,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014001077
Pareena Coban Residences,160,8000,3,3,3,6,,Under Construction,3, Sector 99A Gurgaon,20,0,0,0,0,,,2000,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
La Vida by Tata Housing,150,11755,2,2,2,13,,New Property,2, Sector 113 Gurgaon,13,0,0,0,0,1276,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012760527
La Vida by Tata Housing,150,11755,2,2,2,13,,New Property,2, Sector 113 Gurgaon,13,0,0,0,0,,,1276,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,31,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012760527
Godrej Summit Premia Towers,90,7149,2,2,0,16,,Undefined,2, Sector 104 Gurgaon,16,0,0,0,0,,1259,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012589173
Ardee City,150,9146,4,4,3,3,,Old Property,4, Sector 52 Gurgaon,4,0,0,0,0,,,1640,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,30,1,0,1,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0.016400612
MM One Key Resiments,80,13115,1,1,0,0,,Undefined,1, Sector 67 Gurgaon,1,0,0,0,0,,610,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006099886
Ansal Heights ,125,7396,3,2,1,11,,New Property,3, Sector 86 Gurgaon,14,0,0,0,0,,,1690,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016901028
MVN Athens,26,5397,2,2,1,2,,Relatively New,2, Sohna,14,0,0,0,0,481.74,,,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,20,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.004817491
Signature The Serenas,42,7909,2,2,1,12,,New Property,2, Sohna,12,0,0,0,0,531,,,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,23,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0.005310406
Sushant Lok  Builder Floors,250,12920,3,3,2,2,,New Property,3, Sushant Lok Phase 1,4,0,0,0,0,,,215,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019349845
Umang Monsoon Breeze,90,4615,3,3,2,1,,Moderately Old,3, Sector 78 Gurgaon,18,1,0,1,0,1854,1900,1950,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019501625
GLS Avenue ,42,7106,2,2,1,4,East,Relatively New,2, Sector 92 Gurgaon,12,0,1,1,0,591,,,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,22,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.005910498
Signature Global Solera,50,7692,2,2,1,11,,Relatively New,2, Sector 107 Gurgaon,13,0,0,0,0,,,546,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650026
Supertech Araville,90,5883,2,2,3,5,,Relatively New,2, Sector 79 Gurgaon,17,0,1,0,0,1400,1450,1530,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015298317
Greenopolis,130,6806,3,3,3,1,South-West,New Property,3, Sector 89 Gurgaon,25,1,0,0,0,1910,,,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019100793
Central Park Flower Valley Aqua Front Towers,170,9502,3,3,3,12,,Under Construction,3, Sector-33 Sohna,16,0,0,0,0,,,1789,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,9,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01789097
Sare Homes,125,6200,4,3,0,16,,Under Construction,4, Sector 92 Gurgaon,18,0,0,0,0,,2040,,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02016129
Vatika Sovereign Next Sector- A Gurgaon,291,6700,4,4,3,6,East,Under Construction,4, Sector 82A Gurgaon,6,1,1,0,1,3480,,4350,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,53,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.043432836
Bhagwati sadan,115,5750,3,4,2,2,,Old Property,3, Sector 12A Gurgaon,2,1,1,0,0,1750,2000,2500,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,7,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.02
Smart World Gems,120,12526,3,3,3,3,East,Under Construction,3, Sector 89 Gurgaon,4,0,0,1,1,958,,,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,53,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009580073
micasa sec ,150,12244,2,2,3,11,,New Property,2, Sohna Road,25,0,0,0,0,1225,,,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,28,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012250898
Eldeco Accolade,130,7424,3,3,3,10,East,Relatively New,3, Sohna,18,0,0,0,0,1290,,1751,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,28,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017510776
Hero Homes,175,10361,3,3,3,2,,Under Construction,3, Sector 104 Gurgaon,25,0,0,0,0,,,1689,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,17,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016890262
Shyam Sadan,55,6470,2,2,1,4,West,Relatively New,2, Ashok Vihar Phase 2,4,0,1,0,0,700,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,1,0,1,0,1,1,1,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0.008500773
MM Heights,250,13600,3,3,3,19,,Under Construction,3, Sector 65 Gurgaon,41,0,0,0,0,,,1828,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018382353
hanumanta apartment,43,5308,2,2,1,1,,Moderately Old,2, Rajiv Colony,3,0,0,0,0,,,810,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810098
Supertech Hilltown,80,5556,3,2,3,8,,Undefined,3, Sector 2 Gurgaon,8,0,0,0,0,1080,1440,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014398848
ashiyara ,45,4500,3,3,2,18,,Under Construction,3, Garauli Kalan,19,0,0,0,0,,,1000,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
Raheja Vedaanta,70,4666,2,2,1,10,West,Moderately Old,2, Sector 108 Gurgaon,16,0,0,0,0,1150,1468,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015002143
BPTP Terra,195,14444,4,3,3,7,,Under Construction,4, Sector 37D Gurgaon,20,0,0,0,0,1350,1650,2191,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013500415
Green Court,45,7188,2,2,1,2,,New Property,2, Sector 90 Gurgaon,14,0,0,0,0,626,,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,20,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.006260434
MM Golf Hills Phase ,170,10828,3,2,3,10,,Undefined,3, Sector 79 Gurgaon,10,0,0,0,0,1099,1570,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015700037
Abhinav Group Housing Society,110,6111,3,2,3,5,,Old Property,3, Bhawani Enclave,12,0,0,0,0,1800,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018000327
Pyramid Urban Homes ,50,9615,2,2,1,10,,Relatively New,2, Sector 86 Gurgaon,20,0,0,0,0,520,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005200208
MM Heights,280,15000,3,3,3,20,North-East,Under Construction,3, Sector 65 Gurgaon,34,0,0,0,0,,,1828,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,53,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018666667
Godrej Nature Plus,145,15664,3,2,3,20,,Under Construction,3, Sector-33 Sohna,22,0,1,0,0,86,118,,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009256895
Smart World Orchard,220,13496,3,3,2,3,,Under Construction,3, Sector 61 Gurgaon,4,0,0,0,0,1630,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,9,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016301126
Ashiana Anmol,90,9463,2,2,2,13,South,Relatively New,2, Sohna,14,0,0,0,0,951,,1275,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,53,1,1,0,0,0,1,1,0,0,1,0,4,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0.009510726
Signature Signum A,40,7782,2,2,2,3,East,New Property,2, Sector 95A Gurgaon,19,0,0,0,0,514,,,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,28,,,,,,,,,,,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.005140067
Umang Winter Hills,135,7780,3,3,3,7,,New Property,3, Sector 77 Gurgaon,18,0,0,0,1,1199,,1735,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,29,1,1,0,0,0,1,1,0,1,0,4,3,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0.017352185
